section,book,chapter,verse,hebrew
Prophets,II Kings,5,18,לדבר הזה יסלח יהוה לעבדך בבוא אדני בית רמון להשתחות שמה והוא נשען על ידי והשתחויתי בית רמן בהשתחויתי בית רמן יסלח נא יהוה לעבדך בדבר הזה
Prophets,II Kings,5,19,ויאמר לו לך לשלום וילך מאתו כברת ארץ
Prophets,II Kings,5,20,ויאמר גיחזי נער אלישע איש האלהים הנה חשך אדני את נעמן הארמי הזה מקחת מידו את אשר הביא חי יהוה כי אם רצתי אחריו ולקחתי מאתו מאומה
Prophets,II Kings,5,21,וירדף גיחזי אחרי נעמן ויראה נעמן רץ אחריו ויפל מעל המרכבה לקראתו ויאמר השלום
Prophets,II Kings,5,22,ויאמר שלום אדני שלחני לאמר הנה עתה זה באו אלי שני נערים מהר אפרים מבני הנביאים תנה נא להם ככר כסף ושתי חלפות בגדים
Prophets,II Kings,5,23,ויאמר נעמן הואל קח ככרים ויפרץ בו ויצר ככרים כסף בשני חרטים ושתי חלפות בגדים ויתן אל שני נעריו וישאו לפניו
Prophets,II Kings,5,24,ויבא אל העפל ויקח מידם ויפקד בבית וישלח את האנשים וילכו
Prophets,II Kings,5,25,והוא בא ויעמד אל אדניו ויאמר אליו אלישע מאן [מאין] גחזי ויאמר לא הלך עבדך אנה ואנה
Prophets,II Kings,5,26,ויאמר אליו לא לבי הלך כאשר הפך איש מעל מרכבתו לקראתך העת לקחת את הכסף ולקחת בגדים וזיתים וכרמים וצאן ובקר ועבדים ושפחות
Prophets,II Kings,5,27,וצרעת נעמן תדבק בך ובזרעך לעולם ויצא מלפניו מצרע כשלג
Prophets,II Kings,6,1,ויאמרו בני הנביאים אל אלישע הנה נא המקום אשר אנחנו ישבים שם לפניך צר ממנו
Prophets,II Kings,6,2,נלכה נא עד הירדן ונקחה משם איש קורה אחת ונעשה לנו שם מקום לשבת שם ויאמר לכו
Prophets,II Kings,6,3,ויאמר האחד הואל נא ולך את עבדיך ויאמר אני אלך
Prophets,II Kings,6,4,וילך אתם ויבאו הירדנה ויגזרו העצים
Prophets,II Kings,6,5,ויהי האחד מפיל הקורה ואת הברזל נפל אל המים ויצעק ויאמר אהה אדני והוא שאול
Prophets,II Kings,6,6,ויאמר איש האלהים אנה נפל ויראהו את המקום ויקצב עץ וישלך שמה ויצף הברזל
Prophets,II Kings,6,7,ויאמר הרם לך וישלח ידו ויקחהו
Prophets,II Kings,6,8,ומלך ארם היה נלחם בישראל ויועץ אל עבדיו לאמר אל מקום פלני אלמני תחנתי
Prophets,II Kings,6,9,וישלח איש האלהים אל מלך ישראל לאמר השמר מעבר המקום הזה כי שם ארם נחתים
Prophets,II Kings,6,10,וישלח מלך ישראל אל המקום אשר אמר לו איש האלהים והזהירה [והזהירו] ונשמר שם לא אחת ולא שתים
Prophets,II Kings,6,11,ויסער לב מלך ארם על הדבר הזה ויקרא אל עבדיו ויאמר אליהם הלוא תגידו לי מי משלנו אל מלך ישראל
Prophets,II Kings,6,12,ויאמר אחד מעבדיו לוא אדני המלך כי אלישע הנביא אשר בישראל יגיד למלך ישראל את הדברים אשר תדבר בחדר משכבך
Prophets,II Kings,6,13,ויאמר לכו וראו איכה הוא ואשלח ואקחהו ויגד לו לאמר הנה בדתן
Prophets,II Kings,6,14,וישלח שמה סוסים ורכב וחיל כבד ויבאו לילה ויקפו על העיר
Prophets,II Kings,6,15,וישכם משרת איש האלהים לקום ויצא והנה חיל סובב את העיר וסוס ורכב ויאמר נערו אליו אהה אדני איכה נעשה
Prophets,II Kings,6,16,ויאמר אל תירא כי רבים אשר אתנו מאשר אותם
Prophets,II Kings,6,17,ויתפלל אלישע ויאמר יהוה פקח נא את עיניו ויראה ויפקח יהוה את עיני הנער וירא והנה ההר מלא סוסים ורכב אש סביבת אלישע
Prophets,II Kings,6,18,וירדו אליו ויתפלל אלישע אל יהוה ויאמר הך נא את הגוי הזה בסנורים ויכם בסנורים כדבר אלישע
Prophets,II Kings,6,19,ויאמר אלהם אלישע לא זה הדרך ולא זה העיר לכו אחרי ואוליכה אתכם אל האיש אשר תבקשון וילך אותם שמרונה
Prophets,II Kings,6,20,ויהי כבאם שמרון ויאמר אלישע יהוה פקח את עיני אלה ויראו ויפקח יהוה את עיניהם ויראו והנה בתוך שמרון
Prophets,II Kings,6,21,ויאמר מלך ישראל אל אלישע כראתו אותם האכה אכה אבי
Prophets,II Kings,6,22,ויאמר לא תכה האשר שבית בחרבך ובקשתך אתה מכה שים לחם ומים לפניהם ויאכלו וישתו וילכו אל אדניהם
Prophets,II Kings,6,23,ויכרה להם כרה גדולה ויאכלו וישתו וישלחם וילכו אל אדניהם ולא יספו עוד גדודי ארם לבוא בארץ ישראל
Prophets,II Kings,6,24,ויהי אחרי כן ויקבץ בן הדד מלך ארם את כל מחנהו ויעל ויצר על שמרון
Prophets,II Kings,6,25,ויהי רעב גדול בשמרון והנה צרים עליה עד היות ראש חמור בשמנים כסף ורבע הקב חרייונים [דביונים] בחמשה כסף
Prophets,II Kings,6,26,ויהי מלך ישראל עבר על החמה ואשה צעקה אליו לאמר הושיעה אדני המלך
Prophets,II Kings,6,27,ויאמר אל יושעך יהוה מאין אושיעך המן הגרן או מן היקב
Prophets,II Kings,6,28,ויאמר לה המלך מה לך ותאמר האשה הזאת אמרה אלי תני את בנך ונאכלנו היום ואת בני נאכל מחר
Prophets,II Kings,6,29,ונבשל את בני ונאכלהו ואמר אליה ביום האחר תני את בנך ונאכלנו ותחבא את בנה
Prophets,II Kings,6,30,ויהי כשמע המלך את דברי האשה ויקרע את בגדיו והוא עבר על החמה וירא העם והנה השק על בשרו מבית
Prophets,II Kings,6,31,ויאמר כה יעשה לי אלהים וכה יוסף אם יעמד ראש אלישע בן שפט עליו היום
Prophets,II Kings,6,32,ואלישע ישב בביתו והזקנים ישבים אתו וישלח איש מלפניו בטרם יבא המלאך אליו והוא אמר אל הזקנים הראיתם כי שלח בן המרצח הזה להסיר את ראשי ראו כבא המלאך סגרו הדלת ולחצתם אתו בדלת הלוא קול רגלי אדניו אחריו
Prophets,II Kings,6,33,עודנו מדבר עמם והנה המלאך ירד אליו ויאמר הנה זאת הרעה מאת יהוה מה אוחיל ליהוה עוד
Prophets,II Kings,7,1,ויאמר אלישע שמעו דבר יהוה כה אמר יהוה כעת מחר סאה סלת בשקל וסאתים שערים בשקל בשער שמרון
Prophets,II Kings,7,2,ויען השליש אשר למלך נשען על ידו את איש האלהים ויאמר הנה יהוה עשה ארבות בשמים היהיה הדבר הזה ויאמר הנכה ראה בעיניך ומשם לא תאכל
Prophets,II Kings,7,3,וארבעה אנשים היו מצרעים פתח השער ויאמרו איש אל רעהו מה אנחנו ישבים פה עד מתנו
Prophets,II Kings,7,4,אם אמרנו נבוא העיר והרעב בעיר ומתנו שם ואם ישבנו פה ומתנו ועתה לכו ונפלה אל מחנה ארם אם יחינו נחיה ואם ימיתנו ומתנו
Prophets,II Kings,7,5,ויקומו בנשף לבוא אל מחנה ארם ויבאו עד קצה מחנה ארם והנה אין שם איש
Prophets,II Kings,7,6,ואדני השמיע את מחנה ארם קול רכב קול סוס קול חיל גדול ויאמרו איש אל אחיו הנה שכר עלינו מלך ישראל את מלכי החתים ואת מלכי מצרים לבוא עלינו
Prophets,II Kings,7,7,ויקומו וינוסו בנשף ויעזבו את אהליהם ואת סוסיהם ואת חמריהם המחנה כאשר היא וינסו אל נפשם
Prophets,II Kings,7,8,ויבאו המצרעים האלה עד קצה המחנה ויבאו אל אהל אחד ויאכלו וישתו וישאו משם כסף וזהב ובגדים וילכו ויטמנו וישבו ויבאו אל אהל אחר וישאו משם וילכו ויטמנו
Prophets,II Kings,7,9,ויאמרו איש אל רעהו לא כן אנחנו עשים היום הזה יום בשרה הוא ואנחנו מחשים וחכינו עד אור הבקר ומצאנו עוון ועתה לכו ונבאה ונגידה בית המלך
Prophets,II Kings,7,10,ויבאו ויקראו אל שער העיר ויגידו להם לאמר באנו אל מחנה ארם והנה אין שם איש וקול אדם כי אם הסוס אסור והחמור אסור ואהלים כאשר המה
Prophets,II Kings,7,11,ויקרא השערים ויגידו בית המלך פנימה
Prophets,II Kings,7,12,ויקם המלך לילה ויאמר אל עבדיו אגידה נא לכם את אשר עשו לנו ארם ידעו כי רעבים אנחנו ויצאו מן המחנה להחבה בהשדה [בשדה] לאמר כי יצאו מן העיר ונתפשם חיים ואל העיר נבא
Prophets,II Kings,7,13,ויען אחד מעבדיו ויאמר ויקחו נא חמשה מן הסוסים הנשארים אשר נשארו בה הנם ככל ההמון [המון] ישראל אשר נשארו בה הנם ככל המון ישראל אשר תמו ונשלחה ונראה
Prophets,II Kings,7,14,ויקחו שני רכב סוסים וישלח המלך אחרי מחנה ארם לאמר לכו וראו
Prophets,II Kings,7,15,וילכו אחריהם עד הירדן והנה כל הדרך מלאה בגדים וכלים אשר השליכו ארם בהחפזם [בחפזם] וישבו המלאכים ויגדו למלך
Prophets,II Kings,7,16,ויצא העם ויבזו את מחנה ארם ויהי סאה סלת בשקל וסאתים שערים בשקל כדבר יהוה
Prophets,II Kings,7,17,והמלך הפקיד את השליש אשר נשען על ידו על השער וירמסהו העם בשער וימת כאשר דבר איש האלהים אשר דבר ברדת המלך אליו
Prophets,II Kings,7,18,ויהי כדבר איש האלהים אל המלך לאמר סאתים שערים בשקל וסאה סלת בשקל יהיה כעת מחר בשער שמרון
Prophets,II Kings,7,19,ויען השליש את איש האלהים ויאמר והנה יהוה עשה ארבות בשמים היהיה כדבר הזה ויאמר הנך ראה בעיניך ומשם לא תאכל
Prophets,II Kings,7,20,ויהי לו כן וירמסו אתו העם בשער וימת
Prophets,II Kings,8,1,ואלישע דבר אל האשה אשר החיה את בנה לאמר קומי ולכי אתי [את] וביתך וגורי באשר תגורי כי קרא יהוה לרעב וגם בא אל הארץ שבע שנים
Prophets,II Kings,8,2,ותקם האשה ותעש כדבר איש האלהים ותלך היא וביתה ותגר בארץ פלשתים שבע שנים
Prophets,II Kings,8,3,ויהי מקצה שבע שנים ותשב האשה מארץ פלשתים ותצא לצעק אל המלך אל ביתה ואל שדה
Prophets,II Kings,8,4,והמלך מדבר אל גחזי נער איש האלהים לאמר ספרה נא לי את כל הגדלות אשר עשה אלישע
Prophets,II Kings,8,5,ויהי הוא מספר למלך את אשר החיה את המת והנה האשה אשר החיה את בנה צעקת אל המלך על ביתה ועל שדה ויאמר גחזי אדני המלך זאת האשה וזה בנה אשר החיה אלישע
Prophets,II Kings,8,6,וישאל המלך לאשה ותספר לו ויתן לה המלך סריס אחד לאמר השיב את כל אשר לה ואת כל תבואת השדה מיום עזבה את הארץ ועד עתה
Prophets,II Kings,8,7,ויבא אלישע דמשק ובן הדד מלך ארם חלה ויגד לו לאמר בא איש האלהים עד הנה
Prophets,II Kings,8,8,ויאמר המלך אל חזהאל קח בידך מנחה ולך לקראת איש האלהים ודרשת את יהוה מאותו לאמר האחיה מחלי זה
Prophets,II Kings,8,9,וילך חזאל לקראתו ויקח מנחה בידו וכל טוב דמשק משא ארבעים גמל ויבא ויעמד לפניו ויאמר בנך בן הדד מלך ארם שלחני אליך לאמר האחיה מחלי זה
Prophets,II Kings,8,10,ויאמר אליו אלישע לך אמר לא [לו] חיה תחיה והראני יהוה כי מות ימות
Prophets,II Kings,8,11,ויעמד את פניו וישם עד בש ויבך איש האלהים
Prophets,II Kings,8,12,ויאמר חזאל מדוע אדני בכה ויאמר כי ידעתי את אשר תעשה לבני ישראל רעה מבצריהם תשלח באש ובחריהם בחרב תהרג ועלליהם תרטש והרתיהם תבקע
Prophets,II Kings,8,13,ויאמר חזהאל כי מה עבדך הכלב כי יעשה הדבר הגדול הזה ויאמר אלישע הראני יהוה אתך מלך על ארם
Prophets,II Kings,8,14,וילך מאת אלישע ויבא אל אדניו ויאמר לו מה אמר לך אלישע ויאמר אמר לי חיה תחיה
Prophets,II Kings,8,15,ויהי ממחרת ויקח המכבר ויטבל במים ויפרש על פניו וימת וימלך חזהאל תחתיו
Prophets,II Kings,8,16,ובשנת חמש ליורם בן אחאב מלך ישראל ויהושפט מלך יהודה מלך יהורם בן יהושפט מלך יהודה
Prophets,II Kings,8,17,בן שלשים ושתים שנה היה במלכו ושמנה שנה [שנים] מלך בירושלם
Prophets,II Kings,8,18,וילך בדרך מלכי ישראל כאשר עשו בית אחאב כי בת אחאב היתה לו לאשה ויעש הרע בעיני יהוה
Prophets,II Kings,8,19,ולא אבה יהוה להשחית את יהודה למען דוד עבדו כאשר אמר לו לתת לו ניר לבניו כל הימים
Prophets,II Kings,8,20,בימיו פשע אדום מתחת יד יהודה וימלכו עליהם מלך
Prophets,II Kings,8,21,ויעבר יורם צעירה וכל הרכב עמו ויהי הוא קם לילה ויכה את אדום הסביב אליו ואת שרי הרכב וינס העם לאהליו
Prophets,II Kings,8,22,ויפשע אדום מתחת יד יהודה עד היום הזה אז תפשע לבנה בעת ההיא
Prophets,II Kings,8,23,ויתר דברי יורם וכל אשר עשה הלוא הם כתובים על ספר דברי הימים למלכי יהודה
Prophets,II Kings,8,24,וישכב יורם עם אבתיו ויקבר עם אבתיו בעיר דוד וימלך אחזיהו בנו תחתיו
Prophets,II Kings,8,25,בשנת שתים עשרה שנה ליורם בן אחאב מלך ישראל מלך אחזיהו בן יהורם מלך יהודה
Prophets,II Kings,8,26,בן עשרים ושתים שנה אחזיהו במלכו ושנה אחת מלך בירושלם ושם אמו עתליהו בת עמרי מלך ישראל
Prophets,II Kings,8,27,וילך בדרך בית אחאב ויעש הרע בעיני יהוה כבית אחאב כי חתן בית אחאב הוא
Prophets,II Kings,8,28,וילך את יורם בן אחאב למלחמה עם חזהאל מלך ארם ברמת גלעד ויכו ארמים את יורם
Prophets,II Kings,8,29,וישב יורם המלך להתרפא ביזרעאל מן המכים אשר יכהו ארמים ברמה בהלחמו את חזהאל מלך ארם ואחזיהו בן יהורם מלך יהודה ירד לראות את יורם בן אחאב ביזרעאל כי חלה הוא
Prophets,II Kings,9,1,ואלישע הנביא קרא לאחד מבני הנביאים ויאמר לו חגר מתניך וקח פך השמן הזה בידך ולך רמת גלעד
Prophets,II Kings,9,2,ובאת שמה וראה שם יהוא בן יהושפט בן נמשי ובאת והקמתו מתוך אחיו והביאת אתו חדר בחדר
Prophets,II Kings,9,3,ולקחת פך השמן ויצקת על ראשו ואמרת כה אמר יהוה משחתיך למלך אל ישראל ופתחת הדלת ונסתה ולא תחכה
Prophets,II Kings,9,4,וילך הנער הנער הנביא רמת גלעד
Prophets,II Kings,9,5,ויבא והנה שרי החיל ישבים ויאמר דבר לי אליך השר ויאמר יהוא אל מי מכלנו ויאמר אליך השר
Prophets,II Kings,9,6,ויקם ויבא הביתה ויצק השמן אל ראשו ויאמר לו כה אמר יהוה אלהי ישראל משחתיך למלך אל עם יהוה אל ישראל
Prophets,II Kings,9,7,והכיתה את בית אחאב אדניך ונקמתי דמי עבדי הנביאים ודמי כל עבדי יהוה מיד איזבל
Prophets,II Kings,9,8,ואבד כל בית אחאב והכרתי לאחאב משתין בקיר ועצור ועזוב בישראל
Prophets,II Kings,9,9,ונתתי את בית אחאב כבית ירבעם בן נבט וכבית בעשא בן אחיה
Prophets,II Kings,9,10,ואת איזבל יאכלו הכלבים בחלק יזרעאל ואין קבר ויפתח הדלת וינס
Prophets,II Kings,9,11,ויהוא יצא אל עבדי אדניו ויאמר לו השלום מדוע בא המשגע הזה אליך ויאמר אליהם אתם ידעתם את האיש ואת שיחו
Prophets,II Kings,9,12,ויאמרו שקר הגד נא לנו ויאמר כזאת וכזאת אמר אלי לאמר כה אמר יהוה משחתיך למלך אל ישראל
Prophets,II Kings,9,13,וימהרו ויקחו איש בגדו וישימו תחתיו אל גרם המעלות ויתקעו בשופר ויאמרו מלך יהוא
Prophets,II Kings,9,14,ויתקשר יהוא בן יהושפט בן נמשי אל יורם ויורם היה שמר ברמת גלעד הוא וכל ישראל מפני חזאל מלך ארם
Prophets,II Kings,9,15,וישב יהורם המלך להתרפא ביזרעאל מן המכים אשר יכהו ארמים בהלחמו את חזאל מלך ארם ויאמר יהוא אם יש נפשכם אל יצא פליט מן העיר ללכת לגיד [להגיד] ביזרעאל
Prophets,II Kings,9,16,וירכב יהוא וילך יזרעאלה כי יורם שכב שמה ואחזיה מלך יהודה ירד לראות את יורם
Prophets,II Kings,9,17,והצפה עמד על המגדל ביזרעאל וירא את שפעת יהוא בבאו ויאמר שפעת אני ראה ויאמר יהורם קח רכב ושלח לקראתם ויאמר השלום
Prophets,II Kings,9,18,וילך רכב הסוס לקראתו ויאמר כה אמר המלך השלום ויאמר יהוא מה לך ולשלום סב אל אחרי ויגד הצפה לאמר בא המלאך עד הם ולא שב
Prophets,II Kings,9,19,וישלח רכב סוס שני ויבא אלהם ויאמר כה אמר המלך שלום ויאמר יהוא מה לך ולשלום סב אל אחרי
Prophets,II Kings,9,20,ויגד הצפה לאמר בא עד אליהם ולא שב והמנהג כמנהג יהוא בן נמשי כי בשגעון ינהג
Prophets,II Kings,9,21,ויאמר יהורם אסר ויאסר רכבו ויצא יהורם מלך ישראל ואחזיהו מלך יהודה איש ברכבו ויצאו לקראת יהוא וימצאהו בחלקת נבות היזרעאלי
Prophets,II Kings,9,22,ויהי כראות יהורם את יהוא ויאמר השלום יהוא ויאמר מה השלום עד זנוני איזבל אמך וכשפיה הרבים
Prophets,II Kings,9,23,ויהפך יהורם ידיו וינס ויאמר אל אחזיהו מרמה אחזיה
Prophets,II Kings,9,24,ויהוא מלא ידו בקשת ויך את יהורם בין זרעיו ויצא החצי מלבו ויכרע ברכבו
Prophets,II Kings,9,25,ויאמר אל בדקר שלשה [שלשו] שא השלכהו בחלקת שדה נבות היזרעאלי כי זכר אני ואתה את רכבים צמדים אחרי אחאב אביו ויהוה נשא עליו את המשא הזה
Prophets,II Kings,9,26,אם לא את דמי נבות ואת דמי בניו ראיתי אמש נאם יהוה ושלמתי לך בחלקה הזאת נאם יהוה ועתה שא השלכהו בחלקה כדבר יהוה
Prophets,II Kings,9,27,ואחזיה מלך יהודה ראה וינס דרך בית הגן וירדף אחריו יהוא ויאמר גם אתו הכהו אל המרכבה במעלה גור אשר את יבלעם וינס מגדו וימת שם
Prophets,II Kings,9,28,וירכבו אתו עבדיו ירושלמה ויקברו אתו בקברתו עם אבתיו בעיר דוד
Prophets,II Kings,9,29,ובשנת אחת עשרה שנה ליורם בן אחאב מלך אחזיה על יהודה
Prophets,II Kings,9,30,ויבוא יהוא יזרעאלה ואיזבל שמעה ותשם בפוך עיניה ותיטב את ראשה ותשקף בעד החלון
Prophets,II Kings,9,31,ויהוא בא בשער ותאמר השלום זמרי הרג אדניו
Prophets,II Kings,9,32,וישא פניו אל החלון ויאמר מי אתי מי וישקיפו אליו שנים שלשה סריסים
Prophets,II Kings,9,33,ויאמר שמטהו [שמטוה] וישמטוה ויז מדמה אל הקיר ואל הסוסים וירמסנה
Prophets,II Kings,9,34,ויבא ויאכל וישת ויאמר פקדו נא את הארורה הזאת וקברוה כי בת מלך היא
Prophets,II Kings,9,35,וילכו לקברה ולא מצאו בה כי אם הגלגלת והרגלים וכפות הידים
Prophets,II Kings,9,36,וישבו ויגידו לו ויאמר דבר יהוה הוא אשר דבר ביד עבדו אליהו התשבי לאמר בחלק יזרעאל יאכלו הכלבים את בשר איזבל
Prophets,II Kings,9,37,והית [והיתה] נבלת איזבל כדמן על פני השדה בחלק יזרעאל אשר לא יאמרו זאת איזבל
Prophets,II Kings,10,1,ולאחאב שבעים בנים בשמרון ויכתב יהוא ספרים וישלח שמרון אל שרי יזרעאל הזקנים ואל האמנים אחאב לאמר
Prophets,II Kings,10,2,ועתה כבא הספר הזה אליכם ואתכם בני אדניכם ואתכם הרכב והסוסים ועיר מבצר והנשק
Prophets,II Kings,10,3,וראיתם הטוב והישר מבני אדניכם ושמתם על כסא אביו והלחמו על בית אדניכם
Prophets,II Kings,10,4,ויראו מאד מאד ויאמרו הנה שני המלכים לא עמדו לפניו ואיך נעמד אנחנו
Prophets,II Kings,10,5,וישלח אשר על הבית ואשר על העיר והזקנים והאמנים אל יהוא לאמר עבדיך אנחנו וכל אשר תאמר אלינו נעשה לא נמליך איש הטוב בעיניך עשה
Prophets,II Kings,10,6,ויכתב אליהם ספר שנית לאמר אם לי אתם ולקלי אתם שמעים קחו את ראשי אנשי בני אדניכם ובאו אלי כעת מחר יזרעאלה ובני המלך שבעים איש את גדלי העיר מגדלים אותם
Prophets,II Kings,10,7,ויהי כבא הספר אליהם ויקחו את בני המלך וישחטו שבעים איש וישימו את ראשיהם בדודים וישלחו אליו יזרעאלה
Prophets,II Kings,10,8,ויבא המלאך ויגד לו לאמר הביאו ראשי בני המלך ויאמר שימו אתם שני צברים פתח השער עד הבקר
Prophets,II Kings,10,9,ויהי בבקר ויצא ויעמד ויאמר אל כל העם צדקים אתם הנה אני קשרתי על אדני ואהרגהו ומי הכה את כל אלה
Prophets,II Kings,10,10,דעו אפוא כי לא יפל מדבר יהוה ארצה אשר דבר יהוה על בית אחאב ויהוה עשה את אשר דבר ביד עבדו אליהו
Prophets,II Kings,10,11,ויך יהוא את כל הנשארים לבית אחאב ביזרעאל וכל גדליו ומידעיו וכהניו עד בלתי השאיר לו שריד
Prophets,II Kings,10,12,ויקם ויבא וילך שמרון הוא בית עקד הרעים בדרך
Prophets,II Kings,10,13,ויהוא מצא את אחי אחזיהו מלך יהודה ויאמר מי אתם ויאמרו אחי אחזיהו אנחנו ונרד לשלום בני המלך ובני הגבירה
Prophets,II Kings,10,14,ויאמר תפשום חיים ויתפשום חיים וישחטום אל בור בית עקד ארבעים ושנים איש ולא השאיר איש מהם
Prophets,II Kings,10,15,וילך משם וימצא את יהונדב בן רכב לקראתו ויברכהו ויאמר אליו היש את לבבך ישר כאשר לבבי עם לבבך ויאמר יהונדב יש ויש תנה את ידך ויתן ידו ויעלהו אליו אל המרכבה
Prophets,II Kings,10,16,ויאמר לכה אתי וראה בקנאתי ליהוה וירכבו אתו ברכבו
Prophets,II Kings,10,17,ויבא שמרון ויך את כל הנשארים לאחאב בשמרון עד השמידו כדבר יהוה אשר דבר אל אליהו
Prophets,II Kings,10,18,ויקבץ יהוא את כל העם ויאמר אלהם אחאב עבד את הבעל מעט יהוא יעבדנו הרבה
Prophets,II Kings,10,19,ועתה כל נביאי הבעל כל עבדיו וכל כהניו קראו אלי איש אל יפקד כי זבח גדול לי לבעל כל אשר יפקד לא יחיה ויהוא עשה בעקבה למען האביד את עבדי הבעל
Prophets,II Kings,10,20,ויאמר יהוא קדשו עצרה לבעל ויקראו
Prophets,II Kings,10,21,וישלח יהוא בכל ישראל ויבאו כל עבדי הבעל ולא נשאר איש אשר לא בא ויבאו בית הבעל וימלא בית הבעל פה לפה
Prophets,II Kings,10,22,ויאמר לאשר על המלתחה הוצא לבוש לכל עבדי הבעל ויצא להם המלבוש
Prophets,II Kings,10,23,ויבא יהוא ויהונדב בן רכב בית הבעל ויאמר לעבדי הבעל חפשו וראו פן יש פה עמכם מעבדי יהוה כי אם עבדי הבעל לבדם
Prophets,II Kings,10,24,ויבאו לעשות זבחים ועלות ויהוא שם לו בחוץ שמנים איש ויאמר האיש אשר ימלט מן האנשים אשר אני מביא על ידיכם נפשו תחת נפשו
Prophets,II Kings,10,25,ויהי ככלתו לעשות העלה ויאמר יהוא לרצים ולשלשים באו הכום איש אל יצא ויכום לפי חרב וישלכו הרצים והשלשים וילכו עד עיר בית הבעל
Prophets,II Kings,10,26,ויצאו את מצבות בית הבעל וישרפוה
Prophets,II Kings,10,27,ויתצו את מצבת הבעל ויתצו את בית הבעל וישמהו למחראות [למוצאות] עד היום
Prophets,II Kings,10,28,וישמד יהוא את הבעל מישראל
Prophets,II Kings,10,29,רק חטאי ירבעם בן נבט אשר החטיא את ישראל לא סר יהוא מאחריהם עגלי הזהב אשר בית אל ואשר בדן
Prophets,II Kings,10,30,ויאמר יהוה אל יהוא יען אשר הטיבת לעשות הישר בעיני ככל אשר בלבבי עשית לבית אחאב בני רבעים ישבו לך על כסא ישראל
Prophets,II Kings,10,31,ויהוא לא שמר ללכת בתורת יהוה אלהי ישראל בכל לבבו לא סר מעל חטאות ירבעם אשר החטיא את ישראל
Prophets,II Kings,10,32,בימים ההם החל יהוה לקצות בישראל ויכם חזאל בכל גבול ישראל
Prophets,II Kings,10,33,מן הירדן מזרח השמש את כל ארץ הגלעד הגדי והראובני והמנשי מערער אשר על נחל ארנן והגלעד והבשן
Prophets,II Kings,10,34,ויתר דברי יהוא וכל אשר עשה וכל גבורתו הלוא הם כתובים על ספר דברי הימים למלכי ישראל
Prophets,II Kings,10,35,וישכב יהוא עם אבתיו ויקברו אתו בשמרון וימלך יהואחז בנו תחתיו
Prophets,II Kings,10,36,והימים אשר מלך יהוא על ישראל עשרים ושמנה שנה בשמרון
Prophets,II Kings,11,1,ועתליה אם אחזיהו וראתה [ראתה] כי מת בנה ותקם ותאבד את כל זרע הממלכה
Prophets,II Kings,11,2,ותקח יהושבע בת המלך יורם אחות אחזיהו את יואש בן אחזיה ותגנב אתו מתוך בני המלך הממותתים [המומתים] אתו ואת מינקתו בחדר המטות ויסתרו אתו מפני עתליהו ולא הומת
Prophets,II Kings,11,3,ויהי אתה בית יהוה מתחבא שש שנים ועתליה מלכת על הארץ
Prophets,II Kings,11,4,ובשנה השביעית שלח יהוידע ויקח את שרי המאיות [המאות] לכרי ולרצים ויבא אתם אליו בית יהוה ויכרת להם ברית וישבע אתם בבית יהוה וירא אתם את בן המלך
Prophets,II Kings,11,5,ויצום לאמר זה הדבר אשר תעשון השלשית מכם באי השבת ושמרי משמרת בית המלך
Prophets,II Kings,11,6,והשלשית בשער סור והשלשית בשער אחר הרצים ושמרתם את משמרת הבית מסח
Prophets,II Kings,11,7,ושתי הידות בכם כל יצאי השבת ושמרו את משמרת בית יהוה אל המלך
Prophets,II Kings,11,8,והקפתם על המלך סביב איש וכליו בידו והבא אל השדרות יומת והיו את המלך בצאתו ובבאו
Prophets,II Kings,11,9,ויעשו שרי המאיות [המאות] ככל אשר צוה יהוידע הכהן ויקחו איש את אנשיו באי השבת עם יצאי השבת ויבאו אל יהוידע הכהן
Prophets,II Kings,11,10,ויתן הכהן לשרי המאיות [המאות] את החנית ואת השלטים אשר למלך דוד אשר בבית יהוה
Prophets,II Kings,11,11,ויעמדו הרצים איש וכליו בידו מכתף הבית הימנית עד כתף הבית השמאלית למזבח ולבית על המלך סביב
Prophets,II Kings,11,12,ויוצא את בן המלך ויתן עליו את הנזר ואת העדות וימלכו אתו וימשחהו ויכו כף ויאמרו יחי המלך
Prophets,II Kings,11,13,ותשמע עתליה את קול הרצין העם ותבא אל העם בית יהוה
Prophets,II Kings,11,14,ותרא והנה המלך עמד על העמוד כמשפט והשרים והחצצרות אל המלך וכל עם הארץ שמח ותקע בחצצרות ותקרע עתליה את בגדיה ותקרא קשר קשר
Prophets,II Kings,11,15,ויצו יהוידע הכהן את שרי המיאות [המאות ] פקדי החיל ויאמר אליהם הוציאו אתה אל מבית לשדרת והבא אחריה המת בחרב כי אמר הכהן אל תומת בית יהוה
Prophets,II Kings,11,16,וישמו לה ידים ותבוא דרך מבוא הסוסים בית המלך ותומת שם
Prophets,II Kings,11,17,ויכרת יהוידע את הברית בין יהוה ובין המלך ובין העם להיות לעם ליהוה ובין המלך ובין העם
Prophets,II Kings,11,18,ויבאו כל עם הארץ בית הבעל ויתצהו את מזבחתו [מזבחתיו] ואת צלמיו שברו היטב ואת מתן כהן הבעל הרגו לפני המזבחות וישם הכהן פקדות על בית יהוה
Prophets,II Kings,11,19,ויקח את שרי המאות ואת הכרי ואת הרצים ואת כל עם הארץ וירידו את המלך מבית יהוה ויבואו דרך שער הרצים בית המלך וישב על כסא המלכים
